"ValueClassification","Value","DescriptionClassification","Description","DeprecationDate"
"(U) ","application/vnd.nokia.iptv.config+xml","(U) ","vnd.nokia.iptv.config+xml",
"(U) ","application/vnd.nokia.landmark+wbxml","(U) ","vnd.nokia.landmark+wbxml",
"(U) ","application/vnd.nokia.landmark+xml","(U) ","vnd.nokia.landmark+xml",
"(U) ","application/vnd.nokia.landmarkcollection+xml","(U) ","vnd.nokia.landmarkcollection+xml",
"(U) ","application/vnd.nokia.n-gage.ac+xml","(U) ","vnd.nokia.n-gage.ac+xml",
"(U) ","application/vnd.nokia.n-gage.data","(U) ","vnd.nokia.n-gage.data",
"(U) ","application/vnd.nokia.n-gage.symbian.install","(U) ","vnd.nokia.n-gage.symbian.install - OBSOLETE; no replacement given",
"(U) ","application/vnd.nokia.ncd","(U) ","vnd.nokia.ncd",
"(U) ","application/vnd.nokia.pcd+wbxml","(U) ","vnd.nokia.pcd+wbxml",
"(U) ","application/vnd.nokia.pcd+xml","(U) ","vnd.nokia.pcd+xml",
"(U) ","application/vnd.nokia.radio-preset","(U) ","vnd.nokia.radio-preset",
"(U) ","application/vnd.nokia.radio-presets","(U) ","vnd.nokia.radio-presets",
"(U) ","application/vnd.novadigm.EDM","(U) ","vnd.novadigm.EDM",
"(U) ","application/vnd.novadigm.EDX","(U) ","vnd.novadigm.EDX",
"(U) ","application/vnd.novadigm.EXT","(U) ","vnd.novadigm.EXT",
"(U) ","application/vnd.ntt-local.content-share","(U) ","vnd.ntt-local.content-share",
"(U) ","application/vnd.ntt-local.file-transfer","(U) ","vnd.ntt-local.file-transfer",
"(U) ","application/vnd.ntt-local.ogw_remote-access","(U) ","vnd.ntt-local.ogw_remote-access",
"(U) ","application/vnd.ntt-local.sip-ta_remote","(U) ","vnd.ntt-local.sip-ta_remote",
"(U) ","application/vnd.ntt-local.sip-ta_tcp_stream","(U) ","vnd.ntt-local.sip-ta_tcp_stream",
"(U) ","application/vnd.oasis.opendocument.chart","(U) ","vnd.oasis.opendocument.chart",
"(U) ","application/vnd.oasis.opendocument.chart-template","(U) ","vnd.oasis.opendocument.chart-template",
"(U) ","application/vnd.oasis.opendocument.database","(U) ","vnd.oasis.opendocument.database",
"(U) ","application/vnd.oasis.opendocument.formula","(U) ","vnd.oasis.opendocument.formula",
"(U) ","application/vnd.oasis.opendocument.formula-template","(U) ","vnd.oasis.opendocument.formula-template",
"(U) ","application/vnd.oasis.opendocument.graphics","(U) ","vnd.oasis.opendocument.graphics",
"(U) ","application/vnd.oasis.opendocument.graphics-template","(U) ","vnd.oasis.opendocument.graphics-template",
"(U) ","application/vnd.oasis.opendocument.image","(U) ","vnd.oasis.opendocument.image",
"(U) ","application/vnd.oasis.opendocument.image-template","(U) ","vnd.oasis.opendocument.image-template",
"(U) ","application/vnd.oasis.opendocument.presentation","(U) ","vnd.oasis.opendocument.presentation",
"(U) ","application/vnd.oasis.opendocument.presentation-template","(U) ","vnd.oasis.opendocument.presentation-template",
"(U) ","application/vnd.oasis.opendocument.spreadsheet","(U) ","vnd.oasis.opendocument.spreadsheet",
"(U) ","application/vnd.oasis.opendocument.spreadsheet-template","(U) ","vnd.oasis.opendocument.spreadsheet-template",
"(U) ","application/vnd.oasis.opendocument.text","(U) ","vnd.oasis.opendocument.text",
"(U) ","application/vnd.oasis.opendocument.text-master","(U) ","vnd.oasis.opendocument.text-master",
"(U) ","application/vnd.oasis.opendocument.text-template","(U) ","vnd.oasis.opendocument.text-template",
"(U) ","application/vnd.oasis.opendocument.text-web","(U) ","vnd.oasis.opendocument.text-web",
"(U) ","application/vnd.obn","(U) ","vnd.obn",
"(U) ","application/vnd.oftn.l10n+json","(U) ","vnd.oftn.l10n+json",
"(U) ","application/vnd.oipf.contentaccessdownload+xml","(U) ","vnd.oipf.contentaccessdownload+xml",
"(U) ","application/vnd.oipf.contentaccessstreaming+xml","(U) ","vnd.oipf.contentaccessstreaming+xml",
"(U) ","application/vnd.oipf.cspg-hexbinary","(U) ","vnd.oipf.cspg-hexbinary",
"(U) ","application/vnd.oipf.dae.svg+xml","(U) ","vnd.oipf.dae.svg+xml",
"(U) ","application/vnd.oipf.dae.xhtml+xml","(U) ","vnd.oipf.dae.xhtml+xml",
"(U) ","application/vnd.oipf.mippvcontrolmessage+xml","(U) ","vnd.oipf.mippvcontrolmessage+xml",
"(U) ","application/vnd.oipf.pae.gem","(U) ","vnd.oipf.pae.gem",
"(U) ","application/vnd.oipf.spdiscovery+xml","(U) ","vnd.oipf.spdiscovery+xml",
"(U) ","application/vnd.oipf.spdlist+xml","(U) ","vnd.oipf.spdlist+xml",
"(U) ","application/vnd.oipf.ueprofile+xml","(U) ","vnd.oipf.ueprofile+xml",
"(U) ","application/vnd.oipf.userprofile+xml","(U) ","vnd.oipf.userprofile+xml",
"(U) ","application/vnd.olpc-sugar","(U) ","vnd.olpc-sugar",
"(U) ","application/vnd.oma-scws-config","(U) ","vnd.oma-scws-config",
"(U) ","application/vnd.oma-scws-http-request","(U) ","vnd.oma-scws-http-request",
"(U) ","application/vnd.oma-scws-http-response","(U) ","vnd.oma-scws-http-response",
"(U) ","application/vnd.oma.bcast.associated-procedure-parameter+xml","(U) ","vnd.oma.bcast.associated-procedure-parameter+xml",
"(U) ","application/vnd.oma.bcast.drm-trigger+xml","(U) ","vnd.oma.bcast.drm-trigger+xml",
"(U) ","application/vnd.oma.bcast.imd+xml","(U) ","vnd.oma.bcast.imd+xml",
"(U) ","application/vnd.oma.bcast.ltkm","(U) ","vnd.oma.bcast.ltkm",
"(U) ","application/vnd.oma.bcast.notification+xml","(U) ","vnd.oma.bcast.notification+xml",
"(U) ","application/vnd.oma.bcast.provisioningtrigger","(U) ","vnd.oma.bcast.provisioningtrigger",
"(U) ","application/vnd.oma.bcast.sgboot","(U) ","vnd.oma.bcast.sgboot",
"(U) ","application/vnd.oma.bcast.sgdd+xml","(U) ","vnd.oma.bcast.sgdd+xml",
"(U) ","application/vnd.oma.bcast.sgdu","(U) ","vnd.oma.bcast.sgdu",
"(U) ","application/vnd.oma.bcast.simple-symbol-container","(U) ","vnd.oma.bcast.simple-symbol-container",
"(U) ","application/vnd.oma.bcast.smartcard-trigger+xml","(U) ","vnd.oma.bcast.smartcard-trigger+xml",
"(U) ","application/vnd.oma.bcast.sprov+xml","(U) ","vnd.oma.bcast.sprov+xml",
"(U) ","application/vnd.oma.bcast.stkm","(U) ","vnd.oma.bcast.stkm",
"(U) ","application/vnd.oma.cab-address-book+xml","(U) ","vnd.oma.cab-address-book+xml",
"(U) ","application/vnd.oma.cab-feature-handler+xml","(U) ","vnd.oma.cab-feature-handler+xml",
"(U) ","application/vnd.oma.cab-pcc+xml","(U) ","vnd.oma.cab-pcc+xml",
"(U) ","application/vnd.oma.cab-subs-invite+xml","(U) ","vnd.oma.cab-subs-invite+xml",
"(U) ","application/vnd.oma.cab-user-prefs+xml","(U) ","vnd.oma.cab-user-prefs+xml",
"(U) ","application/vnd.oma.dcd","(U) ","vnd.oma.dcd",
"(U) ","application/vnd.oma.dcdc","(U) ","vnd.oma.dcdc",
"(U) ","application/vnd.oma.dd2+xml","(U) ","vnd.oma.dd2+xml",
"(U) ","application/vnd.oma.drm.risd+xml","(U) ","vnd.oma.drm.risd+xml",
"(U) ","application/vnd.oma.group-usage-list+xml","(U) ","vnd.oma.group-usage-list+xml",
"(U) ","application/vnd.oma.pal+xml","(U) ","vnd.oma.pal+xml",
"(U) ","application/vnd.oma.poc.detailed-progress-report+xml","(U) ","vnd.oma.poc.detailed-progress-report+xml",
"(U) ","application/vnd.oma.poc.final-report+xml","(U) ","vnd.oma.poc.final-report+xml",
"(U) ","application/vnd.oma.poc.groups+xml","(U) ","vnd.oma.poc.groups+xml",
"(U) ","application/vnd.oma.poc.invocation-descriptor+xml","(U) ","vnd.oma.poc.invocation-descriptor+xml",
"(U) ","application/vnd.oma.poc.optimized-progress-report+xml","(U) ","vnd.oma.poc.optimized-progress-report+xml",
"(U) ","application/vnd.oma.push","(U) ","vnd.oma.push",
"(U) ","application/vnd.oma.scidm.messages+xml","(U) ","vnd.oma.scidm.messages+xml",
"(U) ","application/vnd.oma.xcap-directory+xml","(U) ","vnd.oma.xcap-directory+xml",
"(U) ","application/vnd.omads-email+xml","(U) ","vnd.omads-email+xml",
"(U) ","application/vnd.omads-file+xml","(U) ","vnd.omads-file+xml",
"(U) ","application/vnd.omads-folder+xml","(U) ","vnd.omads-folder+xml",
"(U) ","application/vnd.omaloc-supl-init","(U) ","vnd.omaloc-supl-init",
"(U) ","application/vnd.onepager","(U) ","vnd.onepager",
"(U) ","application/vnd.openblox.game+xml","(U) ","vnd.openblox.game+xml",
"(U) ","application/vnd.openblox.game-binary","(U) ","vnd.openblox.game-binary",
"(U) ","application/vnd.openeye.oeb","(U) ","vnd.openeye.oeb",
"(U) ","application/vnd.openxmlformats-officedocument.custom-properties+xml","(U) ","vnd.openxmlformats-officedocument.custom-properties+xml",
"(U) ","application/vnd.openxmlformats-officedocument.customXmlProperties+xml","(U) ","vnd.openxmlformats-officedocument.customXmlProperties+xml",
"(U) ","application/vnd.openxmlformats-officedocument.drawing+xml","(U) ","vnd.openxmlformats-officedocument.drawing+xml",
"(U) ","application/vnd.openxmlformats-officedocument.drawingml.chart+xml","(U) ","vnd.openxmlformats-officedocument.drawingml.chart+xml",
"(U) ","application/vnd.openxmlformats-officedocument.drawingml.chartshapes+xml","(U) ","vnd.openxmlformats-officedocument.drawingml.chartshapes+xml",
"(U) ","application/vnd.openxmlformats-officedocument.drawingml.diagramColors+xml","(U) ","vnd.openxmlformats-officedocument.drawingml.diagramColors+xml",
"(U) ","application/vnd.openxmlformats-officedocument.drawingml.diagramData+xml","(U) ","vnd.openxmlformats-officedocument.drawingml.diagramData+xml",
"(U) ","application/vnd.openxmlformats-officedocument.drawingml.diagramLayout+xml","(U) ","vnd.openxmlformats-officedocument.drawingml.diagramLayout+xml",
"(U) ","application/vnd.openxmlformats-officedocument.drawingml.diagramStyle+xml","(U) ","vnd.openxmlformats-officedocument.drawingml.diagramStyle+xml",
"(U) ","application/vnd.openxmlformats-officedocument.extended-properties+xml","(U) ","vnd.openxmlformats-officedocument.extended-properties+xml",
"(U) ","application/vnd.openxmlformats-officedocument.presentationml-template","(U) ","vnd.openxmlformats-officedocument.presentationml.template",
"(U) ","application/vnd.openxmlformats-officedocument.presentationml.commentAuthors+xml","(U) ","vnd.openxmlformats-officedocument.presentationml.commentAuthors+xml",
"(U) ","application/vnd.openxmlformats-officedocument.presentationml.comments+xml","(U) ","vnd.openxmlformats-officedocument.presentationml.comments+xml",
"(U) ","application/vnd.openxmlformats-officedocument.presentationml.handoutMaster+xml","(U) ","vnd.openxmlformats-officedocument.presentationml.handoutMaster+xml",
"(U) ","application/vnd.openxmlformats-officedocument.presentationml.notesMaster+xml","(U) ","vnd.openxmlformats-officedocument.presentationml.notesMaster+xml",
"(U) ","application/vnd.openxmlformats-officedocument.presentationml.notesSlide+xml","(U) ","vnd.openxmlformats-officedocument.presentationml.notesSlide+xml",
"(U) ","application/vnd.openxmlformats-officedocument.presentationml.presProps+xml","(U) ","vnd.openxmlformats-officedocument.presentationml.presProps+xml",
"(U) ","application/vnd.openxmlformats-officedocument.presentationml.presentation","(U) ","vnd.openxmlformats-officedocument.presentationml.presentation",
"(U) ","application/vnd.openxmlformats-officedocument.presentationml.presentation.main+xml","(U) ","vnd.openxmlformats-officedocument.presentationml.presentation.main+xml",
"(U) ","application/vnd.openxmlformats-officedocument.presentationml.slide","(U) ","vnd.openxmlformats-officedocument.presentationml.slide",
"(U) ","application/vnd.openxmlformats-officedocument.presentationml.slide+xml","(U) ","vnd.openxmlformats-officedocument.presentationml.slide+xml",
"(U) ","application/vnd.openxmlformats-officedocument.presentationml.slideLayout+xml","(U) ","vnd.openxmlformats-officedocument.presentationml.slideLayout+xml",
"(U) ","application/vnd.openxmlformats-officedocument.presentationml.slideMaster+xml","(U) ","vnd.openxmlformats-officedocument.presentationml.slideMaster+xml",
"(U) ","application/vnd.openxmlformats-officedocument.presentationml.slideUpdateInfo+xml","(U) ","vnd.openxmlformats-officedocument.presentationml.slideUpdateInfo+xml",
"(U) ","application/vnd.openxmlformats-officedocument.presentationml.slideshow","(U) ","vnd.openxmlformats-officedocument.presentationml.slideshow",
"(U) ","application/vnd.openxmlformats-officedocument.presentationml.slideshow.main+xml","(U) ","vnd.openxmlformats-officedocument.presentationml.slideshow.main+xml",
"(U) ","application/vnd.openxmlformats-officedocument.presentationml.tableStyles+xml","(U) ","vnd.openxmlformats-officedocument.presentationml.tableStyles+xml",
"(U) ","application/vnd.openxmlformats-officedocument.presentationml.tags+xml","(U) ","vnd.openxmlformats-officedocument.presentationml.tags+xml",
"(U) ","application/vnd.openxmlformats-officedocument.presentationml.template.main+xml","(U) ","vnd.openxmlformats-officedocument.presentationml.template.main+xml",
"(U) ","application/vnd.openxmlformats-officedocument.presentationml.viewProps+xml","(U) ","vnd.openxmlformats-officedocument.presentationml.viewProps+xml",
"(U) ","application/vnd.openxmlformats-officedocument.spreadsheetml-template","(U) ","vnd.openxmlformats-officedocument.spreadsheetml.template",
"(U) ","application/vnd.openxmlformats-officedocument.spreadsheetml.calcChain+xml","(U) ","vnd.openxmlformats-officedocument.spreadsheetml.calcChain+xml",
"(U) ","application/vnd.openxmlformats-officedocument.spreadsheetml.chartsheet+xml","(U) ","vnd.openxmlformats-officedocument.spreadsheetml.chartsheet+xml",
"(U) ","application/vnd.openxmlformats-officedocument.spreadsheetml.comments+xml","(U) ","vnd.openxmlformats-officedocument.spreadsheetml.comments+xml",
"(U) ","application/vnd.openxmlformats-officedocument.spreadsheetml.connections+xml","(U) ","vnd.openxmlformats-officedocument.spreadsheetml.connections+xml",
"(U) ","application/vnd.openxmlformats-officedocument.spreadsheetml.dialogsheet+xml","(U) ","vnd.openxmlformats-officedocument.spreadsheetml.dialogsheet+xml",
"(U) ","application/vnd.openxmlformats-officedocument.spreadsheetml.externalLink+xml","(U) ","vnd.openxmlformats-officedocument.spreadsheetml.externalLink+xml",
"(U) ","application/vnd.openxmlformats-officedocument.spreadsheetml.pivotCacheDefinition+xml","(U) ","vnd.openxmlformats-officedocument.spreadsheetml.pivotCacheDefinition+xml",
"(U) ","application/vnd.openxmlformats-officedocument.spreadsheetml.pivotCacheRecords+xml","(U) ","vnd.openxmlformats-officedocument.spreadsheetml.pivotCacheRecords+xml",
"(U) ","application/vnd.openxmlformats-officedocument.spreadsheetml.pivotTable+xml","(U) ","vnd.openxmlformats-officedocument.spreadsheetml.pivotTable+xml",
"(U) ","application/vnd.openxmlformats-officedocument.spreadsheetml.queryTable+xml","(U) ","vnd.openxmlformats-officedocument.spreadsheetml.queryTable+xml",
"(U) ","application/vnd.openxmlformats-officedocument.spreadsheetml.revisionHeaders+xml","(U) ","vnd.openxmlformats-officedocument.spreadsheetml.revisionHeaders+xml",
"(U) ","application/vnd.openxmlformats-officedocument.spreadsheetml.revisionLog+xml","(U) ","vnd.openxmlformats-officedocument.spreadsheetml.revisionLog+xml",
"(U) ","application/vnd.openxmlformats-officedocument.spreadsheetml.sharedStrings+xml","(U) ","vnd.openxmlformats-officedocument.spreadsheetml.sharedStrings+xml",
"(U) ","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","(U) ","vnd.openxmlformats-officedocument.spreadsheetml.sheet",
"(U) ","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet.main+xml","(U) ","vnd.openxmlformats-officedocument.spreadsheetml.sheet.main+xml",
"(U) ","application/vnd.openxmlformats-officedocument.spreadsheetml.sheetMetadata+xml","(U) ","vnd.openxmlformats-officedocument.spreadsheetml.sheetMetadata+xml",
"(U) ","application/vnd.openxmlformats-officedocument.spreadsheetml.styles+xml","(U) ","vnd.openxmlformats-officedocument.spreadsheetml.styles+xml",
"(U) ","application/vnd.openxmlformats-officedocument.spreadsheetml.table+xml","(U) ","vnd.openxmlformats-officedocument.spreadsheetml.table+xml",
"(U) ","application/vnd.openxmlformats-officedocument.spreadsheetml.tableSingleCells+xml","(U) ","vnd.openxmlformats-officedocument.spreadsheetml.tableSingleCells+xml",
"(U) ","application/vnd.openxmlformats-officedocument.spreadsheetml.template.main+xml","(U) ","vnd.openxmlformats-officedocument.spreadsheetml.template.main+xml",
"(U) ","application/vnd.openxmlformats-officedocument.spreadsheetml.userNames+xml","(U) ","vnd.openxmlformats-officedocument.spreadsheetml.userNames+xml",
"(U) ","application/vnd.openxmlformats-officedocument.spreadsheetml.volatileDependencies+xml","(U) ","vnd.openxmlformats-officedocument.spreadsheetml.volatileDependencies+xml",
"(U) ","application/vnd.openxmlformats-officedocument.spreadsheetml.worksheet+xml","(U) ","vnd.openxmlformats-officedocument.spreadsheetml.worksheet+xml",
"(U) ","application/vnd.openxmlformats-officedocument.theme+xml","(U) ","vnd.openxmlformats-officedocument.theme+xml",
"(U) ","application/vnd.openxmlformats-officedocument.themeOverride+xml","(U) ","vnd.openxmlformats-officedocument.themeOverride+xml",
"(U) ","application/vnd.openxmlformats-officedocument.vmlDrawing","(U) ","vnd.openxmlformats-officedocument.vmlDrawing",
"(U) ","application/vnd.openxmlformats-officedocument.wordprocessingml-template","(U) ","vnd.openxmlformats-officedocument.wordprocessingml.template",
"(U) ","application/vnd.openxmlformats-officedocument.wordprocessingml.comments+xml","(U) ","vnd.openxmlformats-officedocument.wordprocessingml.comments+xml",
"(U) ","application/vnd.openxmlformats-officedocument.wordprocessingml.document","(U) ","vnd.openxmlformats-officedocument.wordprocessingml.document",
"(U) ","application/vnd.openxmlformats-officedocument.wordprocessingml.document.glossary+xml","(U) ","vnd.openxmlformats-officedocument.wordprocessingml.document.glossary+xml",
"(U) ","application/vnd.openxmlformats-officedocument.wordprocessingml.document.main+xml","(U) ","vnd.openxmlformats-officedocument.wordprocessingml.document.main+xml",
"(U) ","application/vnd.openxmlformats-officedocument.wordprocessingml.endnotes+xml","(U) ","vnd.openxmlformats-officedocument.wordprocessingml.endnotes+xml",
"(U) ","application/vnd.openxmlformats-officedocument.wordprocessingml.fontTable+xml","(U) ","vnd.openxmlformats-officedocument.wordprocessingml.fontTable+xml",
"(U) ","application/vnd.openxmlformats-officedocument.wordprocessingml.footer+xml","(U) ","vnd.openxmlformats-officedocument.wordprocessingml.footer+xml",
"(U) ","application/vnd.openxmlformats-officedocument.wordprocessingml.footnotes+xml","(U) ","vnd.openxmlformats-officedocument.wordprocessingml.footnotes+xml",
"(U) ","application/vnd.openxmlformats-officedocument.wordprocessingml.numbering+xml","(U) ","vnd.openxmlformats-officedocument.wordprocessingml.numbering+xml",
"(U) ","application/vnd.openxmlformats-officedocument.wordprocessingml.settings+xml","(U) ","vnd.openxmlformats-officedocument.wordprocessingml.settings+xml",
"(U) ","application/vnd.openxmlformats-officedocument.wordprocessingml.styles+xml","(U) ","vnd.openxmlformats-officedocument.wordprocessingml.styles+xml",
"(U) ","application/vnd.openxmlformats-officedocument.wordprocessingml.template.main+xml","(U) ","vnd.openxmlformats-officedocument.wordprocessingml.template.main+xml",
"(U) ","application/vnd.openxmlformats-officedocument.wordprocessingml.webSettings+xml","(U) ","vnd.openxmlformats-officedocument.wordprocessingml.webSettings+xml",
"(U) ","application/vnd.openxmlformats-package.core-properties+xml","(U) ","vnd.openxmlformats-package.core-properties+xml",
"(U) ","application/vnd.openxmlformats-package.digital-signature-xmlsignature+xml","(U) ","vnd.openxmlformats-package.digital-signature-xmlsignature+xml",
"(U) ","application/vnd.openxmlformats-package.relationships+xml","(U) ","vnd.openxmlformats-package.relationships+xml",
"(U) ","application/vnd.oracle.resource+json","(U) ","vnd.oracle.resource+json",
"(U) ","application/vnd.orange.indata","(U) ","vnd.orange.indata",
"(U) ","application/vnd.osa.netdeploy","(U) ","vnd.osa.netdeploy",
"(U) ","application/vnd.osgeo.mapguide.package","(U) ","vnd.osgeo.mapguide.package",
"(U) ","application/vnd.osgi.bundle","(U) ","vnd.osgi.bundle",
"(U) ","application/vnd.osgi.dp","(U) ","vnd.osgi.dp",
"(U) ","application/vnd.osgi.subsystem","(U) ","vnd.osgi.subsystem",
"(U) ","application/vnd.otps.ct-kip+xml","(U) ","vnd.otps.ct-kip+xml",
"(U) ","application/vnd.oxli.countgraph","(U) ","vnd.oxli.countgraph",
"(U) ","application/vnd.pagerduty+json","(U) ","vnd.pagerduty+json",
"(U) ","application/vnd.palm","(U) ","vnd.palm",
"(U) ","application/vnd.panoply","(U) ","vnd.panoply",
"(U) ","application/vnd.paos+xml","(U) ","vnd.paos.xml",
"(U) ","application/vnd.pawaafile","(U) ","vnd.pawaafile",
"(U) ","application/vnd.pcos","(U) ","vnd.pcos",
"(U) ","application/vnd.pg.format","(U) ","vnd.pg.format",
"(U) ","application/vnd.pg.osasli","(U) ","vnd.pg.osasli",
"(U) ","application/vnd.piaccess.application-licence","(U) ","vnd.piaccess.application-licence",
"(U) ","application/vnd.picsel","(U) ","vnd.picsel",
"(U) ","application/vnd.pmi.widget","(U) ","vnd.pmi.widget",
"(U) ","application/vnd.poc.group-advertisement+xml","(U) ","vnd.poc.group-advertisement+xml",
"(U) ","application/vnd.pocketlearn","(U) ","vnd.pocketlearn",
"(U) ","application/vnd.powerbuilder6","(U) ","vnd.powerbuilder6",
"(U) ","application/vnd.powerbuilder6-s","(U) ","vnd.powerbuilder6-s",
"(U) ","application/vnd.powerbuilder7","(U) ","vnd.powerbuilder7",
"(U) ","application/vnd.powerbuilder7-s","(U) ","vnd.powerbuilder7-s",
"(U) ","application/vnd.powerbuilder75","(U) ","vnd.powerbuilder75",
"(U) ","application/vnd.powerbuilder75-s","(U) ","vnd.powerbuilder75-s",
"(U) ","application/vnd.preminet","(U) ","vnd.preminet",
"(U) ","application/vnd.previewsystems.box","(U) ","vnd.previewsystems.box",
"(U) ","application/vnd.proteus.magazine","(U) ","vnd.proteus.magazine",
"(U) ","application/vnd.publishare-delta-tree","(U) ","vnd.publishare-delta-tree",
"(U) ","application/vnd.pvi.ptid1","(U) ","vnd.pvi.ptid1",
"(U) ","application/vnd.pwg-multiplexed","(U) ","vnd.pwg-multiplexed",
"(U) ","application/vnd.pwg-xhtml-print+xml","(U) ","vnd.pwg-xhtml-print+xml",
"(U) ","application/vnd.qualcomm.brew-app-res","(U) ","vnd.qualcomm.brew-app-res",
"(U) ","application/vnd.quobject-quoxdocument","(U) ","vnd.quobject-quoxdocument",
"(U) ","application/vnd.radisys.moml+xml","(U) ","vnd.radisys.moml+xml",
"(U) ","application/vnd.radisys.msml+xml","(U) ","vnd.radisys.msml+xml",
"(U) ","application/vnd.radisys.msml-audit+xml","(U) ","vnd.radisys.msml-audit+xml",
"(U) ","application/vnd.radisys.msml-audit-conf+xml","(U) ","vnd.radisys.msml-audit-conf+xml",
"(U) ","application/vnd.radisys.msml-audit-conn+xml","(U) ","vnd.radisys.msml-audit-conn+xml",
"(U) ","application/vnd.radisys.msml-audit-dialog+xml","(U) ","vnd.radisys.msml-audit-dialog+xml",
"(U) ","application/vnd.radisys.msml-audit-stream+xml","(U) ","vnd.radisys.msml-audit-stream+xml",
"(U) ","application/vnd.radisys.msml-conf+xml","(U) ","vnd.radisys.msml-conf+xml",
"(U) ","application/vnd.radisys.msml-dialog+xml","(U) ","vnd.radisys.msml-dialog+xml",
"(U) ","application/vnd.radisys.msml-dialog-base+xml","(U) ","vnd.radisys.msml-dialog-base+xml",
"(U) ","application/vnd.radisys.msml-dialog-fax-detect+xml","(U) ","vnd.radisys.msml-dialog-fax-detect+xml",
"(U) ","application/vnd.radisys.msml-dialog-fax-sendrecv+xml","(U) ","vnd.radisys.msml-dialog-fax-sendrecv+xml",
"(U) ","application/vnd.radisys.msml-dialog-group+xml","(U) ","vnd.radisys.msml-dialog-group+xml",
"(U) ","application/vnd.radisys.msml-dialog-speech+xml","(U) ","vnd.radisys.msml-dialog-speech+xml",
"(U) ","application/vnd.radisys.msml-dialog-transform+xml","(U) ","vnd.radisys.msml-dialog-transform+xml",
"(U) ","application/vnd.rainstor.data","(U) ","vnd.rainstor.data",
"(U) ","application/vnd.rapid","(U) ","vnd.rapid",
"(U) ","application/vnd.realvnc.bed","(U) ","vnd.realvnc.bed",
"(U) ","application/vnd.recordare.musicxml","(U) ","vnd.recordare.musicxml",
"(U) ","application/vnd.recordare.musicxml+xml","(U) ","vnd.recordare.musicxml+xml",
"(U) ","application/vnd.renlearn.rlprint","(U) ","vnd.RenLearn.rlprint",
"(U) ","application/vnd.rig.cryptonote","(U) ","vnd.rig.cryptonote",
"(U) ","application/vnd.route66.link66+xml","(U) ","vnd.route66.link66+xml",
"(U) ","application/vnd.rs-274x","(U) ","vnd.rs-274x",
"(U) ","application/vnd.ruckus.download","(U) ","vnd.ruckus.download",
"(U) ","application/vnd.s3sms","(U) ","vnd.s3sms",
"(U) ","application/vnd.sailingtracker.track","(U) ","vnd.sailingtracker.track",
"(U) ","application/vnd.sbm.cid","(U) ","vnd.sbm.cid",
"(U) ","application/vnd.sbm.mid2","(U) ","vnd.sbm.mid2",
"(U) ","application/vnd.scribus","(U) ","vnd.scribus",
"(U) ","application/vnd.sealed-doc","(U) ","vnd.sealed.doc",
"(U) ","application/vnd.sealed-eml","(U) ","vnd.sealed.eml",
"(U) ","application/vnd.sealed-mht","(U) ","vnd.sealed.mht",
"(U) ","application/vnd.sealed-ppt","(U) ","vnd.sealed.ppt",
"(U) ","application/vnd.sealed-tiff","(U) ","vnd.sealed.tiff",
"(U) ","application/vnd.sealed-xls","(U) ","vnd.sealed.xls",
"(U) ","application/vnd.sealed.3df","(U) ","vnd.sealed.3df",
"(U) ","application/vnd.sealed.csf","(U) ","vnd.sealed.csf",
"(U) ","application/vnd.sealed.net","(U) ","vnd.sealed.net",
"(U) ","application/vnd.sealedmedia.softseal-html","(U) ","vnd.sealedmedia.softseal.html",
"(U) ","application/vnd.sealedmedia.softseal-pdf","(U) ","vnd.sealedmedia.softseal.pdf",
"(U) ","application/vnd.seemail","(U) ","vnd.seemail",
"(U) ","application/vnd.semd","(U) ","vnd.semd",
"(U) ","application/vnd.semf","(U) ","vnd.semf",
"(U) ","application/vnd.shana.informed.formdata","(U) ","vnd.shana.informed.formdata",
"(U) ","application/vnd.shana.informed.formtemplate","(U) ","vnd.shana.informed.formtemplate",
"(U) ","application/vnd.shana.informed.interchange","(U) ","vnd.shana.informed.interchange",
"(U) ","application/vnd.shana.informed.package","(U) ","vnd.shana.informed.package",
"(U) ","application/vnd.siren+json","(U) ","vnd.siren+json",
"(U) ","application/vnd.smaf","(U) ","vnd.smaf",
"(U) ","application/vnd.smart.notebook","(U) ","vnd.smart.notebook",
"(U) ","application/vnd.smart.teacher","(U) ","vnd.smart.teacher",
"(U) ","application/vnd.software602.filler.form+xml","(U) ","vnd.software602.filler.form+xml",
"(U) ","application/vnd.software602.filler.form-xml-zip","(U) ","vnd.software602.filler.form-xml-zip",
"(U) ","application/vnd.solent.sdkm+xml","(U) ","vnd.solent.sdkm+xml",
"(U) ","application/vnd.spotfire.dxp","(U) ","vnd.spotfire.dxp",
"(U) ","application/vnd.spotfire.sfs","(U) ","vnd.spotfire.sfs",
"(U) ","application/vnd.sss-cod","(U) ","vnd.sss-cod",
"(U) ","application/vnd.sss-dtf","(U) ","vnd.sss-dtf",
"(U) ","application/vnd.sss-ntf","(U) ","vnd.sss-ntf",
"(U) ","application/vnd.stepmania.package","(U) ","vnd.stepmania.package",
"(U) ","application/vnd.stepmania.stepchart","(U) ","vnd.stepmania.stepchart",
"(U) ","application/vnd.street-stream","(U) ","vnd.street-stream",
"(U) ","application/vnd.sun.wadl+xml","(U) ","vnd.sun.wadl+xml",
"(U) ","application/vnd.sus-calendar","(U) ","vnd.sus-calendar",
