"ValueClassification","Value","DescriptionClassification","Description","DeprecationDate"
"(U) ","mcb","(U) ","Machiguenga",
"(U) ","mcc","(U) ","Bitur",
"(U) ","mcd","(U) ","Sharanahua",
"(U) ","mce","(U) ","Itundujia Mixtec",
"(U) ","mcf","(U) ","Matsés",
"(U) ","mcg","(U) ","Mapoyo",
"(U) ","mch","(U) ","Maquiritari",
"(U) ","mci","(U) ","Mese",
"(U) ","mcj","(U) ","Mvanip",
"(U) ","mck","(U) ","Mbunda",
"(U) ","mcl","(U) ","Macaguaje",
"(U) ","mcm","(U) ","Malaccan Creole Portuguese",
"(U) ","mcn","(U) ","Masana",
"(U) ","mco","(U) ","Coatlán Mixe",
"(U) ","mcp","(U) ","Makaa",
"(U) ","mcq","(U) ","Ese",
"(U) ","mcr","(U) ","Menya",
"(U) ","mcs","(U) ","Mambai",
"(U) ","mct","(U) ","Mengisa",
"(U) ","mcu","(U) ","Cameroon Mambila",
"(U) ","mcv","(U) ","Minanibai",
"(U) ","mcw","(U) ","Mawa (Chad)",
"(U) ","mcx","(U) ","Mpiemo",
"(U) ","mcy","(U) ","South Watut",
"(U) ","mcz","(U) ","Mawan",
"(U) ","mda","(U) ","Mada (Nigeria)",
"(U) ","mdb","(U) ","Morigi",
"(U) ","mdc","(U) ","Male (Papua New Guinea)",
"(U) ","mdd","(U) ","Mbum",
"(U) ","mde","(U) ","Maba (Chad)",
"(U) ","mdf","(U) ","Moksha",
"(U) ","mdg","(U) ","Massalat",
"(U) ","mdh","(U) ","Maguindanao",
"(U) ","mdi","(U) ","Mamvu",
"(U) ","mdj","(U) ","Mangbetu",
"(U) ","mdk","(U) ","Mangbutu",
"(U) ","mdl","(U) ","Maltese Sign Language",
"(U) ","mdm","(U) ","Mayogo",
"(U) ","mdn","(U) ","Mbati",
"(U) ","mdp","(U) ","Mbala",
"(U) ","mdq","(U) ","Mbole",
"(U) ","mdr","(U) ","Mandar",
"(U) ","mds","(U) ","Maria (Papua New Guinea)",
"(U) ","mdt","(U) ","Mbere",
"(U) ","mdu","(U) ","Mboko",
"(U) ","mdv","(U) ","Santa Lucía Monteverde Mixtec",
"(U) ","mdw","(U) ","Mbosi",
"(U) ","mdx","(U) ","Dizin",
"(U) ","mdy","(U) ","Male (Ethiopia)",
"(U) ","mdz","(U) ","Suruí Do Pará",
"(U) ","mea","(U) ","Menka",
"(U) ","meb","(U) ","Ikobi-Mena",
"(U) ","mec","(U) ","Mara",
"(U) ","med","(U) ","Melpa",
"(U) ","mee","(U) ","Mengen",
"(U) ","mef","(U) ","Megam",
"(U) ","meg","(U) ","Mea",
"(U) ","meh","(U) ","Southwestern Tlaxiaco Mixtec",
"(U) ","mei","(U) ","Midob",
"(U) ","mej","(U) ","Meyah",
"(U) ","mek","(U) ","Mekeo",
"(U) ","mel","(U) ","Central Melanau",
"(U) ","mem","(U) ","Mangala",
"(U) ","men","(U) ","Mende (Sierra Leone)",
"(U) ","meo","(U) ","Kedah Malay",
"(U) ","mep","(U) ","Miriwung",
"(U) ","meq","(U) ","Merey",
"(U) ","mer","(U) ","Meru",
"(U) ","mes","(U) ","Masmaje",
"(U) ","met","(U) ","Mato",
"(U) ","meu","(U) ","Motu",
"(U) ","mev","(U) ","Mann",
"(U) ","mew","(U) ","Maaka",
"(U) ","mey","(U) ","Hassaniyya",
"(U) ","mez","(U) ","Menominee",
"(U) ","mfa","(U) ","Pattani Malay",
"(U) ","mfb","(U) ","Bangka",
"(U) ","mfc","(U) ","Mba",
"(U) ","mfd","(U) ","Mendankwe-Nkwen",
"(U) ","mfe","(U) ","Morisyen",
"(U) ","mff","(U) ","Naki",
"(U) ","mfg","(U) ","Mixifore",
"(U) ","mfh","(U) ","Matal",
"(U) ","mfi","(U) ","Wandala",
"(U) ","mfj","(U) ","Mefele",
"(U) ","mfk","(U) ","North Mofu",
"(U) ","mfl","(U) ","Putai",
"(U) ","mfm","(U) ","Marghi South",
"(U) ","mfn","(U) ","Cross River Mbembe",
"(U) ","mfo","(U) ","Mbe",
"(U) ","mfp","(U) ","Makassar Malay",
"(U) ","mfq","(U) ","Moba",
"(U) ","mfr","(U) ","Marithiel",
"(U) ","mfs","(U) ","Mexican Sign Language",
"(U) ","mft","(U) ","Mokerang",
"(U) ","mfu","(U) ","Mbwela",
"(U) ","mfv","(U) ","Mandjak",
"(U) ","mfw","(U) ","Mulaha",
"(U) ","mfx","(U) ","Melo",
"(U) ","mfy","(U) ","Mayo",
"(U) ","mfz","(U) ","Mabaan",
"(U) ","mga","(U) ","Middle Irish (900-1200)",
"(U) ","mgb","(U) ","Mararit",
"(U) ","mgc","(U) ","Morokodo",
"(U) ","mgd","(U) ","Moru",
"(U) ","mge","(U) ","Mango",
"(U) ","mgf","(U) ","Maklew",
"(U) ","mgg","(U) ","Mpongmpong",
"(U) ","mgh","(U) ","Makhuwa-Meetto",
"(U) ","mgi","(U) ","Lijili",
"(U) ","mgj","(U) ","Abureni",
"(U) ","mgk","(U) ","Mawes",
"(U) ","mgl","(U) ","Maleu-Kilenge",
"(U) ","mgm","(U) ","Mambae",
"(U) ","mgn","(U) ","Mbangi",
"(U) ","mgo","(U) ","Meta'",
"(U) ","mgp","(U) ","Eastern Magar",
"(U) ","mgq","(U) ","Malila",
"(U) ","mgr","(U) ","Mambwe-Lungu",
"(U) ","mgs","(U) ","Manda (Tanzania)",
"(U) ","mgt","(U) ","Mongol",
"(U) ","mgu","(U) ","Mailu",
"(U) ","mgv","(U) ","Matengo",
"(U) ","mgw","(U) ","Matumbi",
"(U) ","mgx","(U) ","Omati",
"(U) ","mgy","(U) ","Mbunga",
"(U) ","mgz","(U) ","Mbugwe",
"(U) ","mha","(U) ","Manda (India)",
"(U) ","mhb","(U) ","Mahongwe",
"(U) ","mhc","(U) ","Mocho",
"(U) ","mhd","(U) ","Mbugu",
"(U) ","mhe","(U) ","Besisi",
"(U) ","mhf","(U) ","Mamaa",
"(U) ","mhg","(U) ","Margu",
"(U) ","mhh","(U) ","Maskoy Pidgin",
"(U) ","mhi","(U) ","Ma'di",
"(U) ","mhj","(U) ","Mogholi",
"(U) ","mhk","(U) ","Mungaka",
"(U) ","mhl","(U) ","Mauwake",
"(U) ","mhm","(U) ","Makhuwa-Moniga",
"(U) ","mhn","(U) ","Mócheno",
"(U) ","mho","(U) ","Mashi (Zambia)",
"(U) ","mhp","(U) ","Balinese Malay",
"(U) ","mhq","(U) ","Mandan",
"(U) ","mhr","(U) ","Eastern Mari",
"(U) ","mhs","(U) ","Buru (Indonesia)",
"(U) ","mht","(U) ","Mandahuaca",
"(U) ","mhu","(U) ","Digaro-Mishmi",
"(U) ","mhw","(U) ","Mbukushu",
"(U) ","mhx","(U) ","Maru",
"(U) ","mhy","(U) ","Ma'anyan",
"(U) ","mhz","(U) ","Mor (Mor Islands)",
"(U) ","mia","(U) ","Miami",
"(U) ","mib","(U) ","Atatláhuca Mixtec",
"(U) ","mic","(U) ","Mi'kmaq",
"(U) ","mid","(U) ","Mandaic",
"(U) ","mie","(U) ","Ocotepec Mixtec",
"(U) ","mif","(U) ","Mofu-Gudur",
"(U) ","mig","(U) ","San Miguel El Grande Mixtec",
"(U) ","mih","(U) ","Chayuco Mixtec",
"(U) ","mii","(U) ","Chigmecatitlán Mixtec",
"(U) ","mij","(U) ","Abar",
"(U) ","mik","(U) ","Mikasuki",
"(U) ","mil","(U) ","Peñoles Mixtec",
"(U) ","mim","(U) ","Alacatlatzala Mixtec",
"(U) ","min","(U) ","Minangkabau",
"(U) ","mio","(U) ","Pinotepa Nacional Mixtec",
"(U) ","mip","(U) ","Apasco-Apoala Mixtec",
"(U) ","miq","(U) ","Mískito",
"(U) ","mir","(U) ","Isthmus Mixe",
"(U) ","mis","(U) ","Uncoded languages",
"(U) ","mit","(U) ","Southern Puebla Mixtec",
"(U) ","miu","(U) ","Cacaloxtepec Mixtec",
"(U) ","miw","(U) ","Akoye",
"(U) ","mix","(U) ","Mixtepec Mixtec",
"(U) ","miy","(U) ","Ayutla Mixtec",
"(U) ","miz","(U) ","Coatzospan Mixtec",
"(U) ","mja","(U) ","Mahei",
"(U) ","mjb","(U) ","Makalero",
"(U) ","mjc","(U) ","San Juan Colorado Mixtec",
"(U) ","mjd","(U) ","Northwest Maidu",
"(U) ","mje","(U) ","Muskum",
"(U) ","mjg","(U) ","Tu",
"(U) ","mjh","(U) ","Mwera (Nyasa)",
"(U) ","mji","(U) ","Kim Mun",
"(U) ","mjj","(U) ","Mawak",
"(U) ","mjk","(U) ","Matukar",
"(U) ","mjl","(U) ","Mandeali",
"(U) ","mjm","(U) ","Medebur",
"(U) ","mjn","(U) ","Ma (Papua New Guinea)",
"(U) ","mjo","(U) ","Malankuravan",
"(U) ","mjp","(U) ","Malapandaram",
"(U) ","mjq","(U) ","Malaryan",
"(U) ","mjr","(U) ","Malavedan",
"(U) ","mjs","(U) ","Miship",
"(U) ","mjt","(U) ","Sauria Paharia",
"(U) ","mju","(U) ","Manna-Dora",
"(U) ","mjv","(U) ","Mannan",
"(U) ","mjw","(U) ","Karbi",
"(U) ","mjx","(U) ","Mahali",
"(U) ","mjy","(U) ","Mahican",
"(U) ","mjz","(U) ","Majhi",
"(U) ","mka","(U) ","Mbre",
"(U) ","mkb","(U) ","Mal Paharia",
"(U) ","mkc","(U) ","Siliput",
"(U) ","mkd","(U) ","Macedonian",
"(U) ","mke","(U) ","Mawchi",
"(U) ","mkf","(U) ","Miya",
"(U) ","mkg","(U) ","Mak (China)",
"(U) ","mki","(U) ","Dhatki",
"(U) ","mkj","(U) ","Mokilese",
"(U) ","mkk","(U) ","Byep",
"(U) ","mkl","(U) ","Mokole",
"(U) ","mkm","(U) ","Moklen",
"(U) ","mkn","(U) ","Kupang Malay",
"(U) ","mko","(U) ","Mingang Doso",
"(U) ","mkp","(U) ","Moikodi",
"(U) ","mkq","(U) ","Bay Miwok",
"(U) ","mkr","(U) ","Malas",
"(U) ","mks","(U) ","Silacayoapan Mixtec",
"(U) ","mkt","(U) ","Vamale",
"(U) ","mku","(U) ","Konyanka Maninka",
"(U) ","mkv","(U) ","Mafea",
"(U) ","mkw","(U) ","Kituba (Congo)",
"(U) ","mkx","(U) ","Cinamiguin Manobo",
"(U) ","mky","(U) ","East Makian",
"(U) ","mkz","(U) ","Makasae",
"(U) ","mla","(U) ","Malo",
"(U) ","mlb","(U) ","Mbule",
"(U) ","mlc","(U) ","Cao Lan",
"(U) ","mld","(U) ","Malakhel",
"(U) ","mle","(U) ","Manambu",
"(U) ","mlf","(U) ","Mal",
"(U) ","mlg","(U) ","Malagasy",
"(U) ","mlh","(U) ","Mape",
"(U) ","mli","(U) ","Malimpung",
"(U) ","mlj","(U) ","Miltu",
"(U) ","mlk","(U) ","Ilwana",
"(U) ","mll","(U) ","Malua Bay",
"(U) ","mlm","(U) ","Mulam",
"(U) ","mln","(U) ","Malango",
"(U) ","mlo","(U) ","Mlomp",
"(U) ","mlp","(U) ","Bargam",
"(U) ","mlq","(U) ","Western Maninkakan",
"(U) ","mlr","(U) ","Vame",
"(U) ","mls","(U) ","Masalit",
"(U) ","mlt","(U) ","Maltese",
"(U) ","mlu","(U) ","To'abaita",
"(U) ","mlv","(U) ","Motlav",
"(U) ","mlw","(U) ","Moloko",
"(U) ","mlx","(U) ","Malfaxal",
"(U) ","mlz","(U) ","Malaynon",
"(U) ","mma","(U) ","Mama",
"(U) ","mmb","(U) ","Momina",
"(U) ","mmc","(U) ","Michoacán Mazahua",
"(U) ","mmd","(U) ","Maonan",
"(U) ","mme","(U) ","Mae",
"(U) ","mmf","(U) ","Mundat",
"(U) ","mmg","(U) ","North Ambrym",
"(U) ","mmh","(U) ","Mehináku",
"(U) ","mmi","(U) ","Musar",
"(U) ","mmj","(U) ","Majhwar",
"(U) ","mmk","(U) ","Mukha-Dora",
"(U) ","mml","(U) ","Man Met",
"(U) ","mmm","(U) ","Maii",
"(U) ","mmn","(U) ","Mamanwa",
"(U) ","mmo","(U) ","Mangga Buang",
"(U) ","mmp","(U) ","Siawi",
"(U) ","mmq","(U) ","Musak",
"(U) ","mmr","(U) ","Western Xiangxi Miao",
"(U) ","mmt","(U) ","Malalamai",
"(U) ","mmu","(U) ","Mmaala",
"(U) ","mmv","(U) ","Miriti",
"(U) ","mmw","(U) ","Emae",
"(U) ","mmx","(U) ","Madak",
"(U) ","mmy","(U) ","Migaama",
"(U) ","mmz","(U) ","Mabaale",
"(U) ","mna","(U) ","Mbula",
"(U) ","mnb","(U) ","Muna",
"(U) ","mnc","(U) ","Manchu",
"(U) ","mnd","(U) ","Mondé",
"(U) ","mne","(U) ","Naba",
"(U) ","mnf","(U) ","Mundani",
"(U) ","mng","(U) ","Eastern Mnong",
"(U) ","mnh","(U) ","Mono (Democratic Republic of Congo)",
"(U) ","mni","(U) ","Manipuri",
"(U) ","mnj","(U) ","Munji",
"(U) ","mnk","(U) ","Mandinka",
"(U) ","mnl","(U) ","Tiale",
"(U) ","mnm","(U) ","Mapena",
"(U) ","mnn","(U) ","Southern Mnong",
"(U) ","mnp","(U) ","Min Bei Chinese",
"(U) ","mnq","(U) ","Minriq",
"(U) ","mnr","(U) ","Mono (USA)",
"(U) ","mns","(U) ","Mansi",
"(U) ","mnt","(U) ","Maykulan",
"(U) ","mnu","(U) ","Mer",
"(U) ","mnv","(U) ","Rennell-Bellona",
"(U) ","mnw","(U) ","Mon",
"(U) ","mnx","(U) ","Manikion",
"(U) ","mny","(U) ","Manyawa",
"(U) ","mnz","(U) ","Moni",
"(U) ","moa","(U) ","Mwan",
"(U) ","moc","(U) ","Mocoví",
"(U) ","mod","(U) ","Mobilian",
"(U) ","moe","(U) ","Montagnais",
"(U) ","mof","(U) ","Mohegan-Montauk-Narragansett",
"(U) ","mog","(U) ","Mongondow",
"(U) ","moh","(U) ","Mohawk",
"(U) ","moi","(U) ","Mboi",
"(U) ","moj","(U) ","Monzombo",
"(U) ","mok","(U) ","Morori",
"(U) ","mom","(U) ","Monimbo",
"(U) ","mon","(U) ","Mongolian",
"(U) ","moo","(U) ","Monom",
"(U) ","mop","(U) ","Mopán Maya",
"(U) ","moq","(U) ","Mor (Bomberai Peninsula)",
"(U) ","mor","(U) ","Moro",
"(U) ","mos","(U) ","Mossi",
"(U) ","mot","(U) ","Barí",
"(U) ","mou","(U) ","Mogum",
"(U) ","mov","(U) ","Mohave",
"(U) ","mow","(U) ","Moi (Congo)",
"(U) ","mox","(U) ","Molima",
"(U) ","moy","(U) ","Shekkacho",
"(U) ","moz","(U) ","Mukulu",
"(U) ","mpa","(U) ","Mpoto",
"(U) ","mpb","(U) ","Mullukmulluk",
"(U) ","mpc","(U) ","Mangarayi",
"(U) ","mpd","(U) ","Machinere",
"(U) ","mpe","(U) ","Majang",
"(U) ","mpg","(U) ","Marba",
"(U) ","mph","(U) ","Maung",
"(U) ","mpi","(U) ","Mpade",
"(U) ","mpj","(U) ","Martu Wangka",
"(U) ","mpk","(U) ","Mbara (Chad)",
"(U) ","mpl","(U) ","Middle Watut",
"(U) ","mpm","(U) ","Yosondúa Mixtec",
"(U) ","mpn","(U) ","Mindiri",
"(U) ","mpo","(U) ","Miu",
"(U) ","mpp","(U) ","Migabac",
"(U) ","mpq","(U) ","Matís",
"(U) ","mpr","(U) ","Vangunu",
"(U) ","mps","(U) ","Dadibi",
"(U) ","mpt","(U) ","Mian",
"(U) ","mpu","(U) ","Makuráp",
"(U) ","mpv","(U) ","Mungkip",
"(U) ","mpw","(U) ","Mapidian",
"(U) ","mpx","(U) ","Misima-Paneati",
"(U) ","mpy","(U) ","Mapia",
"(U) ","mpz","(U) ","Mpi",
"(U) ","mqa","(U) ","Maba (Indonesia)",
"(U) ","mqb","(U) ","Mbuko",
"(U) ","mqc","(U) ","Mangole",
"(U) ","mqe","(U) ","Matepi",
"(U) ","mqf","(U) ","Momuna",
"(U) ","mqg","(U) ","Kota Bangun Kutai Malay",
"(U) ","mqh","(U) ","Tlazoyaltepec Mixtec",
"(U) ","mqi","(U) ","Mariri",
"(U) ","mqj","(U) ","Mamasa",
"(U) ","mqk","(U) ","Rajah Kabunsuwan Manobo",
"(U) ","mql","(U) ","Mbelime",
"(U) ","mqm","(U) ","South Marquesan",
"(U) ","mqn","(U) ","Moronene",
"(U) ","mqo","(U) ","Modole",
"(U) ","mqp","(U) ","Manipa",
"(U) ","mqq","(U) ","Minokok",
"(U) ","mqr","(U) ","Mander",
"(U) ","mqs","(U) ","West Makian",
"(U) ","mqt","(U) ","Mok",
"(U) ","mqu","(U) ","Mandari",
"(U) ","mqv","(U) ","Mosimo",
"(U) ","mqw","(U) ","Murupi",
"(U) ","mqx","(U) ","Mamuju",
"(U) ","mqy","(U) ","Manggarai",
"(U) ","mqz","(U) ","Malasanga",
"(U) ","mra","(U) ","Mlabri",
"(U) ","mrb","(U) ","Marino",
"(U) ","mrc","(U) ","Maricopa",
"(U) ","mrd","(U) ","Western Magar",
"(U) ","mre","(U) ","Martha's Vineyard Sign Language",
"(U) ","mrf","(U) ","Elseng",
"(U) ","mrg","(U) ","Miri",
"(U) ","mrh","(U) ","Mara Chin",
"(U) ","mri","(U) ","Maori",
"(U) ","mrj","(U) ","Western Mari",
"(U) ","mrk","(U) ","Hmwaveke",
"(U) ","mrl","(U) ","Mortlockese",
"(U) ","mrm","(U) ","Merlav",
"(U) ","mrn","(U) ","Cheke Holo",
"(U) ","mro","(U) ","Mru",
"(U) ","mrp","(U) ","Morouas",
"(U) ","mrq","(U) ","North Marquesan",
"(U) ","mrr","(U) ","Maria (India)",
"(U) ","mrs","(U) ","Maragus",
"(U) ","mrt","(U) ","Marghi Central",
"(U) ","mru","(U) ","Mono (Cameroon)",
"(U) ","mrv","(U) ","Mangareva",
"(U) ","mrw","(U) ","Maranao",
"(U) ","mrx","(U) ","Maremgi",
"(U) ","mry","(U) ","Karaga Mandaya",
"(U) ","mrz","(U) ","Marind",
"(U) ","msa","(U) ","Malay (macrolanguage)",
"(U) ","msb","(U) ","Masbatenyo",
"(U) ","msc","(U) ","Sankaran Maninka",
"(U) ","msd","(U) ","Yucatec Maya Sign Language",
"(U) ","mse","(U) ","Musey",
"(U) ","msf","(U) ","Mekwei",
"(U) ","msg","(U) ","Moraid",
"(U) ","msh","(U) ","Masikoro Malagasy",
"(U) ","msi","(U) ","Sabah Malay",
"(U) ","msj","(U) ","Ma (Democratic Republic of Congo)",
"(U) ","msk","(U) ","Mansaka",
"(U) ","msl","(U) ","Molof",
"(U) ","msm","(U) ","Agusan Manobo",
"(U) ","msn","(U) ","Vurës",
"(U) ","mso","(U) ","Mombum",
"(U) ","msp","(U) ","Maritsauá",
"(U) ","msq","(U) ","Caac",
"(U) ","msr","(U) ","Mongolian Sign Language",
"(U) ","mss","(U) ","West Masela",
"(U) ","mst","(U) ","Cataelano Mandaya",
"(U) ","msu","(U) ","Musom",
"(U) ","msv","(U) ","Maslam",
"(U) ","msw","(U) ","Mansoanka",
"(U) ","msx","(U) ","Moresada",
"(U) ","msy","(U) ","Aruamu",
"(U) ","msz","(U) ","Momare",
"(U) ","mta","(U) ","Cotabato Manobo",
"(U) ","mtb","(U) ","Anyin Morofo",
"(U) ","mtc","(U) ","Munit",
"(U) ","mtd","(U) ","Mualang",
"(U) ","mte","(U) ","Mono (Solomon Islands)",
"(U) ","mtf","(U) ","Murik (Papua New Guinea)",
"(U) ","mtg","(U) ","Una",
"(U) ","mth","(U) ","Munggui",
"(U) ","mti","(U) ","Maiwa (Papua New Guinea)",
"(U) ","mtj","(U) ","Moskona",
"(U) ","mtk","(U) ","Mbe'",
"(U) ","mtl","(U) ","Montol",
"(U) ","mtm","(U) ","Mator",
"(U) ","mtn","(U) ","Matagalpa",
"(U) ","mto","(U) ","Totontepec Mixe",
"(U) ","mtp","(U) ","Wichí Lhamtés Nocten",
"(U) ","mtq","(U) ","Muong",
"(U) ","mtr","(U) ","Mewari",
"(U) ","mts","(U) ","Yora",
"(U) ","mtt","(U) ","Mota",
"(U) ","mtu","(U) ","Tututepec Mixtec",
"(U) ","mtv","(U) ","Asaro'o",
"(U) ","mtw","(U) ","Magahat",
"(U) ","mtx","(U) ","Tidaá Mixtec",
"(U) ","mty","(U) ","Nabi",
"(U) ","mua","(U) ","Mundang",
"(U) ","mub","(U) ","Mubi",
"(U) ","muc","(U) ","Mbu'",
"(U) ","mud","(U) ","Mednyj Aleut",
"(U) ","mue","(U) ","Media Lengua",
"(U) ","mug","(U) ","Musgu",
"(U) ","muh","(U) ","Mündü",
"(U) ","mui","(U) ","Musi",
"(U) ","muj","(U) ","Mabire",
"(U) ","muk","(U) ","Mugom",
"(U) ","mul","(U) ","Multiple languages",
"(U) ","mum","(U) ","Maiwala",
"(U) ","muo","(U) ","Nyong",
"(U) ","mup","(U) ","Malvi",
"(U) ","muq","(U) ","Eastern Xiangxi Miao",
"(U) ","mur","(U) ","Murle",
"(U) ","mus","(U) ","Creek",
"(U) ","mut","(U) ","Western Muria",
"(U) ","muu","(U) ","Yaaku",
"(U) ","muv","(U) ","Muthuvan",
"(U) ","mux","(U) ","Bo-Ung",
"(U) ","muy","(U) ","Muyang",
"(U) ","muz","(U) ","Mursi",
"(U) ","mva","(U) ","Manam",
"(U) ","mvb","(U) ","Mattole",
"(U) ","mvd","(U) ","Mamboru",
"(U) ","mve","(U) ","Marwari (Pakistan)",
"(U) ","mvf","(U) ","Peripheral Mongolian",
"(U) ","mvg","(U) ","Yucuañe Mixtec",
"(U) ","mvh","(U) ","Mire",
"(U) ","mvi","(U) ","Miyako",
"(U) ","mvk","(U) ","Mekmek",
"(U) ","mvl","(U) ","Mbara (Australia)",
"(U) ","mvm","(U) ","Muya",
"(U) ","mvn","(U) ","Minaveha",
"(U) ","mvo","(U) ","Marovo",
"(U) ","mvp","(U) ","Duri",
"(U) ","mvq","(U) ","Moere",
"(U) ","mvr","(U) ","Marau",
"(U) ","mvs","(U) ","Massep",
"(U) ","mvt","(U) ","Mpotovoro",
"(U) ","mvu","(U) ","Marfa",
"(U) ","mvv","(U) ","Tagal Murut",
"(U) ","mvw","(U) ","Machinga",
"(U) ","mvx","(U) ","Meoswar",
"(U) ","mvy","(U) ","Indus Kohistani",
"(U) ","mvz","(U) ","Mesqan",
"(U) ","mwa","(U) ","Mwatebu",
"(U) ","mwb","(U) ","Juwal",
"(U) ","mwc","(U) ","Are",
"(U) ","mwd","(U) ","Mudbura",
"(U) ","mwe","(U) ","Mwera (Chimwera)",
"(U) ","mwf","(U) ","Murrinh-Patha",
"(U) ","mwg","(U) ","Aiklep",
"(U) ","mwh","(U) ","Mouk-Aria",
"(U) ","mwi","(U) ","Labo",
"(U) ","mwj","(U) ","Maligo",
"(U) ","mwk","(U) ","Kita Maninkakan",
"(U) ","mwl","(U) ","Mirandese",
"(U) ","mwm","(U) ","Sar",
"(U) ","mwn","(U) ","Nyamwanga",
"(U) ","mwo","(U) ","Central Maewo",
"(U) ","mwp","(U) ","Kala Lagaw Ya",
"(U) ","mwq","(U) ","Mün Chin",
"(U) ","mwr","(U) ","Marwari",
"(U) ","mws","(U) ","Mwimbi-Muthambi",
"(U) ","mwt","(U) ","Moken",
"(U) ","mwu","(U) ","Mittu",
"(U) ","mwv","(U) ","Mentawai",
"(U) ","mww","(U) ","Hmong Daw",
"(U) ","mwx","(U) ","Mediak",
"(U) ","mwy","(U) ","Mosiro",
"(U) ","mwz","(U) ","Moingi",
"(U) ","mxa","(U) ","Northwest Oaxaca Mixtec",
"(U) ","mxb","(U) ","Tezoatlán Mixtec",
"(U) ","mxc","(U) ","Manyika",
"(U) ","mxd","(U) ","Modang",
"(U) ","mxe","(U) ","Mele-Fila",
"(U) ","mxf","(U) ","Malgbe",
"(U) ","mxg","(U) ","Mbangala",
"(U) ","mxh","(U) ","Mvuba",
"(U) ","mxi","(U) ","Mozarabic",
"(U) ","mxj","(U) ","Miju-Mishmi",
"(U) ","mxk","(U) ","Monumbo",
"(U) ","mxl","(U) ","Maxi Gbe",
"(U) ","mxm","(U) ","Meramera",
"(U) ","mxn","(U) ","Moi (Indonesia)",
"(U) ","mxo","(U) ","Mbowe",
"(U) ","mxp","(U) ","Tlahuitoltepec Mixe",
"(U) ","mxq","(U) ","Juquila Mixe",
"(U) ","mxr","(U) ","Murik (Malaysia)",
"(U) ","mxs","(U) ","Huitepec Mixtec",
"(U) ","mxt","(U) ","Jamiltepec Mixtec",
"(U) ","mxu","(U) ","Mada (Cameroon)",
"(U) ","mxv","(U) ","Metlatónoc Mixtec",
"(U) ","mxw","(U) ","Namo",
"(U) ","mxx","(U) ","Mahou",
"(U) ","mxy","(U) ","Southeastern Nochixtlán Mixtec",
"(U) ","mxz","(U) ","Central Masela",
"(U) ","mya","(U) ","Burmese",
"(U) ","myb","(U) ","Mbay",
"(U) ","myc","(U) ","Mayeka",
"(U) ","myd","(U) ","Maramba",
"(U) ","mye","(U) ","Myene",
"(U) ","myf","(U) ","Bambassi",
"(U) ","myg","(U) ","Manta",
"(U) ","myh","(U) ","Makah",
"(U) ","myi","(U) ","Mina (India)",
"(U) ","myj","(U) ","Mangayat",
"(U) ","myk","(U) ","Mamara Senoufo",
"(U) ","myl","(U) ","Moma",
"(U) ","mym","(U) ","Me'en",
"(U) ","myo","(U) ","Anfillo",
"(U) ","myp","(U) ","Pirahã",
"(U) ","myq","(U) ","Forest Maninka",
"(U) ","myr","(U) ","Muniche",
"(U) ","mys","(U) ","Mesmes",
"(U) ","myt","(U) ","Sangab Mandaya",
"(U) ","myu","(U) ","Mundurukú",
"(U) ","myv","(U) ","Erzya",
"(U) ","myw","(U) ","Muyuw",
"(U) ","myx","(U) ","Masaaba",
"(U) ","myy","(U) ","Macuna",
"(U) ","myz","(U) ","Classical Mandaic",
"(U) ","mza","(U) ","Santa María Zacatepec Mixtec",
"(U) ","mzb","(U) ","Tumzabt",
"(U) ","mzc","(U) ","Madagascar Sign Language",
"(U) ","mzd","(U) ","Malimba",
"(U) ","mze","(U) ","Morawa",
"(U) ","mzg","(U) ","Monastic Sign Language",
"(U) ","mzh","(U) ","Wichí Lhamtés Güisnay",
"(U) ","mzi","(U) ","Ixcatlán Mazatec",
"(U) ","mzj","(U) ","Manya",
"(U) ","mzk","(U) ","Nigeria Mambila",
"(U) ","mzl","(U) ","Mazatlán Mixe",
"(U) ","mzm","(U) ","Mumuye",
"(U) ","mzn","(U) ","Mazanderani",
"(U) ","mzo","(U) ","Matipuhy",
"(U) ","mzp","(U) ","Movima",
"(U) ","mzq","(U) ","Mori Atas",
"(U) ","mzr","(U) ","Marúbo",
"(U) ","mzs","(U) ","Macanese",
"(U) ","mzt","(U) ","Mintil",
"(U) ","mzu","(U) ","Inapang",
"(U) ","mzv","(U) ","Manza",
"(U) ","mzw","(U) ","Deg",
"(U) ","mzx","(U) ","Mawayana",
"(U) ","mzy","(U) ","Mozambican Sign Language",
"(U) ","mzz","(U) ","Maiadomu",
"(U) ","naa","(U) ","Namla",
"(U) ","nab","(U) ","Southern Nambikuára",
"(U) ","nac","(U) ","Narak",
"(U) ","nad","(U) ","Nijadali",
"(U) ","nae","(U) ","Naka'ela",
"(U) ","naf","(U) ","Nabak",
"(U) ","nag","(U) ","Naga Pidgin",
"(U) ","naj","(U) ","Nalu",
"(U) ","nak","(U) ","Nakanai",
"(U) ","nal","(U) ","Nalik",
"(U) ","nam","(U) ","Nangikurrunggurr",
"(U) ","nan","(U) ","Min Nan Chinese",
"(U) ","nao","(U) ","Naaba",
"(U) ","nap","(U) ","Neapolitan",
"(U) ","naq","(U) ","Nama (Namibia)",
"(U) ","nar","(U) ","Iguta",
"(U) ","nas","(U) ","Naasioi",
"(U) ","nat","(U) ","Hungworo",
"(U) ","nau","(U) ","Nauru",
